MajorLinkerVersion,MinorOperatingSystemVersion,MajorSubsystemVersion,SizeOfStackReserve,TimeDateStamp,MajorOperatingSystemVersion,Characteristics,ImageBase,Subsystem,MinorImageVersion,MinorSubsystemVersion,SizeOfInitializedData,DllCharacteristics,DirectoryEntryExport,ImageDirectoryEntryExport,CheckSum,DirectoryEntryImportSize,SectionMaxChar,MajorImageVersion,AddressOfEntryPoint,SectionMinEntropy,SizeOfHeaders,SectionMinVirtualsize,malware
2,0,4,2097152,1393483319,4,775,4194304,2,0,0,285696,0,0,0,542991,76,3221225600,1,4672,0,1024,608,1
7,0,4,1048576,0,4,271,4194304,2,0,0,68096,0,0,0,743564,44,3221225536,0,5178,0.009730595,1024,1473,1
9,0,5,1048576,1396454748,5,258,4194304,2,0,0,325120,33088,0,0,2018313032,98,3221225536,0,9968,5.550705877,1024,6430,1
6,0,4,1048576,1260053446,4,271,4194304,2,0,0,119808,32768,0,0,0,155,3221225600,6,12860,0,1024,4496,1
10,1,5,1048576,1398357967,5,258,4194304,2,0,1,385024,33088,0,0,547401,112,3221225536,0,61252,4.155587361,1024,9478,1
6,0,4,1048576,1434043107,4,271,4194304,2,0,0,16384,0,0,16777216,0,246,3254779968,0,9920,2.590887366,4096,1793,1
2,0,4,1048576,1355696597,4,270,4194304,2,0,0,483840,0,0,0,548044,22,3221225536,0,8272,2.823916009,1024,236,1
9,2,5,1048576,1343370613,5,35,5368709120,3,0,2,34816,32768,0,0,152956,98,3221225536,0,1073987849,0,1024,1316,1
8,0,4,1048576,1437051283,4,8450,4194304,3,0,0,8192,34112,0,0,0,1,1610612768,0,80478,0.016408465,4096,12,1
6,0,4,1048576,1311627833,4,271,4194304,2,0,0,8192,0,0,0,41145,63,3221225536,1,4844,0,4096,720,1
9,0,5,1048576,1352445278,5,770,4194304,2,0,0,705536,33024,0,0,553865,8,3758096608,0,852414,4.328407728,512,3368,1
11,1,5,4000000,1351204609,5,258,4194304,2,1,1,285184,33792,0,0,379256,2,3221225536,5,10064,1.475075456,1024,1382,1
6,0,4,1048576,1285003847,4,271,4194304,2,0,0,1945600,0,0,0,0,417,3221225536,0,325203,4.560756155,4096,22648,1
2,0,4,2097152,1386526794,4,783,4194304,2,0,0,63488,0,0,0,0,43,3227516992,1,4416,0,1024,24,1
6,0,4,1048576,1260053532,4,271,4194304,2,0,0,308224,32768,0,0,569340,155,3221225600,6,12538,0,1024,4764,1
2,0,4,1048576,1192570497,4,33167,4194304,2,0,0,24576,0,0,0,0,9,3758096512,0,565392,0,4096,4096,1
2,0,5,1048576,1296023920,5,33166,4194304,2,0,0,138240,0,0,0,0,17,3221225536,0,868353,0,1024,4096,1
18,0,5,1048576,1308973010,5,258,4194304,2,0,1,2496000,0,0,0,247679,47,3221225536,0,46772,4.636251664,1024,2252,1
6,0,4,1048576,610082429,4,271,4194304,2,0,0,43008,0,0,0,0,10,3758096416,0,6292,0,1024,13352,1
6,0,4,1048576,1346519897,4,271,4194304,2,82,0,12288,0,0,0,58659,29,3221225536,9,4400,0,4096,2212,1
8,0,5,4194304,1195982485,4,35,5368709120,2,0,2,256512,32768,0,0,0,462,3221225536,0,480640,3.040130827,1024,14096,1
2,0,4,1048576,708992537,1,33167,4194304,2,0,0,13824,32768,0,0,536259,96,3221225536,6,42488,0,1024,8,1
6,0,4,1048576,1366814300,4,271,4194304,2,0,0,4096,0,0,0,0,7,3758096512,0,2230704,0,4096,4096,1
11,1,5,1048576,1401269207,5,258,4194304,2,0,1,443904,33088,0,0,2018147872,7,3758096416,0,16342,0.288213668,1024,512,1
9,1,6,262144,1064834818,6,258,16777216,2,1,0,503296,32768,0,0,0,69,3758096480,6,549588,0,1024,924,1
8,0,4,1048576,1363078305,4,258,4194304,2,0,0,307200,34112,0,0,384048,41,3221225536,6,5339,0,1024,348,1
11,1,5,4000000,1358031318,5,258,4194304,2,1,1,193024,32832,0,0,277570,67,3221225536,5,32700,2.16079041,1024,5178,1
10,1,5,1048576,1400933142,5,258,4194304,2,0,1,385536,33088,0,0,571288,115,3221225536,0,60132,4.234263496,1024,9384,1
6,0,4,1048576,1052985185,4,271,4194304,3,0,0,40960,0,0,0,0,63,3758096416,0,8024,1.450089448,4096,2836,1
10,1,5,524288,1299587833,6,34,4294967296,2,1,2,318464,33088,0,0,402862,154,3221225536,6,50000,0.217769955,1024,324,1
2,0,4,1048576,708992537,1,33167,4194304,2,0,0,13824,32768,0,0,517106,96,3221225536,6,42488,0,1024,8,1
6,0,4,1048576,1193195103,4,271,4194304,2,0,0,40960,0,0,0,0,221,3758096480,1,23936,0,4096,4096,1
11,1,5,1048576,1419005333,5,259,4194304,2,0,1,933376,33024,0,0,1139703,122,3221225536,0,114918,3.917543052,1024,16228,1
8,0,4,1048576,1213262292,4,8450,83886080,2,0,0,243712,320,5,748192,872543,131,3758096416,0,798720,4.207739422,1024,1512,1
2,0,4,1048576,708992537,1,33167,4194304,2,0,0,17920,32768,0,0,2909675281,96,3221225536,6,42488,0,1024,8,1
6,0,4,1048576,1229582472,4,271,4194304,2,0,0,8192,0,0,0,71889,27,3758096416,0,4372,0,4096,1232,1
8,0,4,1048576,1387178263,4,8450,268435456,2,0,0,303104,256,5,580848,746761,361,3221225536,0,352815,2.892880156,4096,1124,1
8,0,5,524288,1200723955,6,34,4294967296,2,0,2,351744,32832,0,0,467475,152,3221225536,6,51236,0.201344328,1024,274,1
2,0,4,1048576,708992537,4,33166,4194304,2,0,0,21504,32768,0,0,2462544,114,3221225536,6,49600,0,1024,8,1
8,0,4,1048576,1413201774,4,8450,4194304,3,0,0,8192,34112,0,0,0,1,1610612768,0,80478,0.016408465,4096,12,1
6,0,4,1048576,1444152804,4,271,4194304,2,0,0,40960,0,0,0,334549,55,3221225536,1,4716,0,4096,8516,1
7,0,4,1048576,1396831327,4,270,4194304,2,0,0,118784,0,0,0,0,175,3221225536,0,25660,4.868612697,4096,2776,1
9,0,5,1048576,1320861274,5,258,4194304,2,0,0,219136,33088,0,0,0,119,3221225536,0,8562,4.519416017,1024,4572,1
10,1,5,1048576,1356559972,5,258,4194304,2,0,1,6524928,0,0,0,250569,130,3221225536,0,53784,4.719483889,1024,996,1
6,0,4,1048576,1275773684,4,8450,268435456,2,0,0,36864,0,0,0,0,145,3221225536,0,53676,0.845512752,1024,3980,1
2,0,4,1048576,708992537,1,33167,4194304,2,0,0,47616,0,0,0,1294610308,96,3221225536,0,40000,0,1024,8,1
9,0,5,1048576,1389006231,5,258,4194304,2,0,0,339968,33088,0,0,2018339608,216,3221225536,0,53634,2.514677092,1024,22976,1
8,0,4,1048576,1363078305,4,258,4194304,2,0,0,307200,34112,0,0,384048,41,3221225536,6,5339,0,1024,348,1
6,0,4,1048576,1245360807,4,271,4194304,2,0,0,119808,32768,0,0,0,155,3221225600,6,12945,0,1024,4496,1
10,0,5,4194304,1428798887,5,771,4194304,2,0,0,1182720,0,0,0,0,14,3758096608,0,1835723,5.564193856,512,3637,1
3,0,4,16777216,1257709983,4,8462,268435456,2,0,0,20480,0,0,0,0,12,3221225536,0,4096,0.129254176,4096,752,1
8,0,4,1048576,1181076405,4,259,4194304,2,0,0,29696,0,0,0,0,107,3758096416,0,18822,4.087953024,1024,1700,1
9,1,6,524288,1241722193,6,34,4294967296,2,1,1,6144,33088,0,0,0,0,3221225536,6,7053,0.221676205,1024,66,1
6,0,4,1048576,1298600500,4,271,4194304,2,0,0,12288,0,0,0,233538,167,3221225536,1,15164,0,4096,828,1
5,0,4,1048576,1075129459,4,271,4194304,2,0,0,4096,0,0,0,76611,8,3758096512,0,199136,0,4096,4096,1
10,1,5,1048576,1391691003,5,258,4194304,2,0,1,282624,33088,0,0,2018190480,74,3221225536,0,5491,2.102993489,1024,3972,1
10,0,5,1048576,1330111199,5,258,4194304,2,0,0,445952,34112,0,0,10215741,172,3221225600,6,14819,0,1024,3978,1
11,1,5,1048576,1360692155,5,258,4194304,2,1,1,710144,32832,0,0,926711,99,3221225536,5,184774,4.845353468,1024,7420,1
8,0,4,1048576,1363078305,4,258,4194304,2,0,0,276992,34112,0,0,325481,41,3221225536,6,5339,0,1024,348,1
8,0,4,1048576,1363078305,4,258,4194304,2,0,0,307200,34112,0,0,384048,41,3221225536,6,5339,0,1024,348,1
6,0,4,1048576,1260053532,4,271,4194304,2,0,0,308224,32768,0,0,0,155,3221225600,6,12538,0,1024,2552,1
9,1,6,262144,1330605108,6,34,65536,1,1,1,6144,0,0,0,54554,41,3791650848,6,28772,1.759800528,1024,420,1
8,0,4,1048576,1363078305,4,258,4194304,2,0,0,308224,34112,0,0,342679,41,3221225536,6,5339,0,1024,348,1
5,0,4,1048576,1423302816,4,271,4194304,2,0,0,5632,0,0,0,0,5,3221487648,0,4096,0.061162852,1536,3,1
5,0,4,0,1416988197,4,8974,4194304,2,0,0,32768,0,1,118784,0,80,3221225536,0,4096,0,1536,4096,1
9,0,5,1048576,1404288715,5,258,4194304,2,0,0,641536,33088,0,0,2018207504,7,3758096416,0,13721,0.288213668,1024,512,1
2,0,4,2097152,1281046874,4,783,4194304,2,0,0,66048,0,0,0,71953,0,3221225600,1,4672,0,1024,864,1
11,1,5,1048576,1398448696,5,258,4194304,2,0,1,393216,33088,0,0,2018371736,88,3221225536,0,22143,3.977845894,1024,16560,1
10,0,5,1048576,1330111204,5,258,4194304,2,0,0,489984,34112,0,0,140066,172,3221225600,6,14511,0,1024,2552,1
6,0,4,1048576,1111055510,4,271,4194304,2,0,0,45056,0,0,0,0,83,3221225536,0,29825,2.120935916,4096,5552,1
11,1,5,1048576,1409341258,5,259,4194304,2,0,1,1382400,33024,0,0,1479778,94,3221225536,0,27092,3.542176707,1024,13040,1
10,1,5,1048576,1399539118,5,258,4194304,2,0,1,382464,33088,0,0,511407,112,3221225536,0,59882,4.20006478,1024,9354,1
6,0,4,1048576,1013346937,4,271,4194304,2,0,0,0,0,0,0,0,2,3758096416,0,4160,1.897945582,512,73728,1
2,0,4,1048576,708992537,1,33167,4194304,2,0,0,17920,32768,0,0,0,96,3221225536,6,40000,0,1024,8,1
9,2,5,1048576,1325590180,5,34,5368709120,2,0,2,42496,33088,0,0,165542,129,3221225536,0,1073860209,0,1024,670,1
3,1,5,1048576,1333397697,5,258,4194304,2,0,1,14848,33024,0,0,305064,37,1610612768,0,37508,3.978128009,1024,2296,1
6,0,4,1048576,579508146,4,271,4194304,2,0,0,43008,0,0,0,0,10,3758096416,0,5757,0,1024,13352,1
8,0,4,1048576,985984553,4,271,4194304,2,0,0,86528,1024,0,0,398150,6,3758096480,0,362818,3.002851243,1024,314,1
2,0,4,1048576,708992537,4,33166,4194304,2,0,0,296960,0,0,0,1183855,559,3221225536,0,840752,0,1024,16,1
11,1,5,4000000,1376274646,5,258,4194304,2,1,1,237568,32832,0,0,400039,63,3221225536,5,126923,3.055763357,1024,6594,1
10,2,5,1048576,1355667549,11,258,4194304,2,0,1,17408,0,0,29552,0,97,3221225536,0,13973,4.811954251,1024,1440,1
8,0,5,1048576,1324493314,5,258,4194304,2,0,0,202240,0,0,0,261106,93,3221225536,0,10920,4.754535062,1024,2640,1
6,0,4,1048576,1436293653,4,271,4194304,2,0,65282,12289,0,0,0,0,157,3221225536,0,7084,1.9388315,4096,432,1
6,0,4,1048576,1260053521,4,271,4194304,2,0,0,265728,32768,0,0,0,155,3221225600,6,12491,0,1024,4496,1
9,0,5,1048576,1396454748,5,258,4194304,2,0,0,325120,33088,0,0,2018313552,98,3221225536,0,9968,5.550705877,1024,6430,1
11,1,5,1048576,1349987124,5,258,4194304,2,1,1,710144,32832,0,0,957677,99,3221225536,5,176246,4.836085114,1024,7234,1
6,0,4,1048576,1235245599,4,271,4194304,2,0,0,164864,0,0,0,0,155,3221225600,0,12538,0,1024,4480,1
9,0,5,1048576,1406108120,5,258,4194304,2,0,0,421376,33088,0,0,2018103064,7,3758096416,0,15230,0.297500557,1024,512,1
6,0,4,1048576,1365122259,4,271,9502720,2,97,0,16896,0,0,0,110743,122,3221225536,9,4828,0,1024,4088,1
6,0,4,1048576,1260053446,4,271,4194304,2,0,0,119808,32768,0,0,0,155,3221225600,6,12860,0,1024,4496,1
6,0,4,1048576,571927770,4,271,4194304,2,0,0,43008,0,0,0,0,11,3758096416,0,6020,0,1024,13352,1
6,0,4,1048576,1260053446,4,271,4194304,2,0,0,119808,32768,0,0,0,155,3221225600,6,12860,0,1024,2536,1
9,0,5,1048576,1402591889,5,258,4194304,2,0,0,599552,33088,0,0,2018581648,88,3221225536,0,14837,2.829143564,1024,6742,1
12,1,5,1048576,1371429996,5,8450,268435456,2,0,1,709632,320,0,173296,0,90,3221225536,0,67385,1.267728248,1024,944,1
11,1,5,1048576,1407157236,5,258,4194304,2,0,1,1483264,33088,0,0,1916834,181,3221225536,0,118708,2.919540393,1024,36960,1
9,2,5,1048576,1294159526,5,35,5368709120,2,0,2,169984,33024,0,96768,0,159,3221225536,0,48392,0.335015578,1024,32,1
8,0,4,1048576,1386843985,4,8450,390070272,2,0,0,28672,0,102,129856,195827,48,3221225536,0,119656,0.162628548,4096,112,1
2,0,4,1048576,708992537,4,33167,4194304,2,0,0,4096,0,0,0,0,6,3758096512,0,156400,0,4096,4096,1
10,1,5,1048576,1368998008,5,258,4194304,2,0,1,65024,34048,4,102400,0,114,3221225536,0,27363,3.628685174,1024,3574,1
6,0,4,1048576,568584128,4,271,4194304,2,0,0,43008,0,0,0,0,12,3758096416,0,5879,0,1024,13352,1
9,0,5,1048576,1404288715,5,258,4194304,2,0,0,641536,33088,0,0,2018207504,7,3758096416,0,13721,0.288213668,1024,512,1
11,1,5,4000000,1383609859,5,258,4194304,2,1,1,387072,32832,0,0,341016,67,3221225536,5,32027,2.190332627,1024,5622,1
11,1,5,1048576,1400658563,5,258,4194304,2,0,1,117248,33088,0,0,338388,109,3221225536,0,138463,1.999456936,1024,1656,1
2,0,4,1048576,708992537,1,33167,4194304,2,0,0,17920,32768,0,0,2139122480,96,3221225536,6,42488,0,1024,8,1
12,1,5,1048576,1397332223,5,258,4194304,2,0,1,76800,33088,0,0,168950,118,3221225536,0,21453,3.563383546,1024,5696,1
8,0,4,1048576,1387178286,4,8450,1767899136,2,0,0,565248,256,5,821104,1104557,510,3221225536,0,447297,4.293977946,4096,1496,1
11,1,5,1048576,1333332427,5,258,4194304,2,1,1,709120,32832,0,0,868437,95,3221225536,5,76290,4.983262989,1024,6210,1
8,0,4,1048576,1303391362,4,258,4194304,2,0,0,491520,0,0,0,0,73,3221225536,0,15349,2.359642365,4096,5612,1
6,0,4,1048576,1260053452,4,271,4194304,2,0,0,164864,32768,0,0,625418,155,3221225600,6,12538,0,1024,4764,1
10,1,5,1048576,1319650760,5,8450,268435456,2,143,1,136704,320,4,414372,0,3,3221225536,7512,10303,2.10011552,1024,15592,1
6,0,4,1048576,1443122107,3,271,4194304,2,0,0,40960,0,0,16721,0,146,3221225536,0,9382,2.017092129,4096,3648,1
2,0,4,1048576,440557081,4,33166,4194304,2,0,0,250880,0,0,0,65727,113,3221225536,0,48116,0,1024,8,1
10,1,5,1048576,1368188688,5,8450,268435456,3,0,1,23552,1344,0,14560,26326,56,3221225536,0,6952,0.061162852,1024,4,1
9,0,5,1048576,1397217338,5,258,4194304,2,0,0,514560,33088,0,0,2018505528,98,3221225536,0,11853,5.42993238,1024,6944,1
6,0,4,1048576,1260053452,4,271,4194304,2,0,0,164864,32768,0,0,169123,155,3221225600,6,12538,0,1024,3184,1
9,0,5,1048576,1407273549,5,259,4194304,2,0,0,841216,32768,0,0,0,134,3221225536,0,53730,4.6736753,1024,10720,1
1,0,4,1048576,1362816776,4,271,4194304,2,0,0,4096,0,0,0,0,19,3221225536,0,4096,0.162990075,1024,8,1
10,1,5,10000000,1346852026,5,258,4194304,2,0,1,480256,32832,0,0,677942,239,3221225536,0,123620,3.752418454,1024,14362,1
9,0,5,1048576,1404722825,5,258,4194304,2,0,0,667648,33088,0,0,2018179856,7,3758096416,0,9467,0.293594307,1024,512,1
9,0,5,1048576,1223596626,5,8482,268435456,2,0,0,79360,1344,0,0,114212,0,1073741888,0,0,3.636661317,512,81920,1
11,1,5,4000000,1384957229,5,258,4194304,2,1,1,152064,32832,0,0,202118,64,3221225536,5,25979,1.57337473,1024,4648,1
8,0,4,1048576,1369970136,4,258,4194304,2,0,0,3584,34112,0,0,0,1,1610612768,0,109966,0.101910426,512,12,1
11,1,5,4000000,1366100190,5,258,4194304,2,1,1,317440,33792,0,0,385815,3,3221225536,5,6288,0.051040843,1024,1460,1
9,0,5,1048576,1359731984,5,258,4194304,2,0,0,244224,32832,0,0,728650,445,3221225536,0,321827,4.599925394,1024,48490,1
6,0,4,1048576,1260053452,4,271,4194304,2,0,0,164864,32768,0,0,0,155,3221225600,6,12538,0,1024,4764,1
10,1,5,1048576,1362210124,5,259,4194304,2,0,1,9216,34048,0,0,0,36,3221225536,0,4335,0.285781807,1024,68,1
6,0,4,1048576,1301054980,4,8462,268435456,2,0,0,4096,0,2,53536,0,8,3758096512,0,50928,0,4096,4096,1
8,0,4,1048576,1308919099,4,8450,268435456,2,0,0,69632,0,5,227456,385433,132,3758096416,0,270336,3.834801676,4096,1168,1
11,1,5,4000000,1370584360,5,258,4194304,2,1,1,222720,32832,0,0,294806,68,3221225536,5,34892,1.513444705,1024,5372,1
9,2,5,1048576,1375631908,5,35,5368709120,2,0,2,52224,33024,0,139680,0,195,3221225536,0,73540,2.080775724,1024,5700,1
8,0,4,1048576,1363078305,4,258,4194304,2,0,0,297984,34112,0,0,352697,41,3221225536,6,5339,0,1024,348,1
6,0,4,1048576,1260053532,4,271,4194304,2,0,0,308224,32768,0,0,575948,155,3221225600,6,12538,0,1024,4764,1
2,0,4,1048576,1339084793,4,33166,4194304,2,0,0,86528,0,0,0,0,600,3221225536,0,587912,0,1024,24,1
6,0,4,1048576,1174894365,4,271,4194304,2,0,0,12288,0,0,0,0,10,3758096512,0,150128,0,4096,12288,1
3,0,4,1048576,966588209,4,271,4194304,2,0,0,7168,0,0,0,0,21,3221225536,0,4096,0.040780756,1024,3,1
2,0,4,1048576,708992537,1,33167,4194304,2,0,0,18944,32768,0,0,19286669,96,3221225536,6,44076,0,1024,8,1
10,1,5,1048576,1399474927,5,258,4194304,2,0,1,394752,33088,0,0,586451,112,3221225536,0,59901,4.190376475,1024,9384,1
11,1,5,4000000,1381958805,5,258,4194304,2,1,1,101376,32832,0,0,862147,64,3221225536,5,726971,3.578039985,1024,8170,1
9,2,5,1048576,1343416206,5,34,5368709120,2,0,2,25088,33088,0,0,120320,65,3221225536,0,18492,2.357956309,1024,998,1
5,0,4,1048576,1309982321,4,8462,268435456,2,0,0,1536,0,0,8448,0,8,3221225536,0,4484,0.424357137,1024,52,1
10,1,5,1048576,1396623254,5,258,4194304,2,0,1,382464,33088,0,0,545444,114,3221225536,0,59786,4.080841477,1024,9358,1
5,0,4,1048576,1103176525,4,271,4194304,2,0,0,28672,0,0,0,0,8,3758096512,0,1110480,0,4096,28672,1
2,0,4,1048576,708992537,4,33166,4194304,2,0,0,51712,0,0,0,605973,378,3221225536,0,4268,0,1024,640,1
6,0,4,1048576,708992537,4,33166,4194304,2,0,0,24064,0,0,126976,0,50,3221225536,0,102524,0,1024,1337,1
9,0,5,1048576,1399469472,5,259,4194304,2,0,0,61952,33024,0,0,300921,86,3221225536,0,59010,2.476966124,1024,11468,1
9,2,5,4194304,1271404072,5,35,5368709120,2,0,2,183808,33024,0,0,802598,517,3221225536,0,119932,2.170591479,1024,13096,1
11,1,5,1048576,1445234574,5,258,4194304,2,0,1,1088000,33088,0,0,1262620,79,3221225536,0,51157,3.038492482,1024,10834,1
11,1,5,1048576,1351127230,5,258,4194304,2,1,1,740352,32832,0,0,922708,101,3221225536,5,92727,4.664038631,1024,8192,1
9,1,6,524288,1247527182,6,34,4294967296,2,1,1,77824,33024,0,0,344865,297,3221225536,6,78608,1.094362015,2048,544,1
9,0,5,1048576,1331222506,5,259,4194304,2,0,0,8192,32768,0,0,275595,15,3758096512,0,549424,0,4096,8192,1
8,0,4,1048576,1414488840,4,8450,4194304,3,0,0,8192,34112,0,0,0,1,1610612768,0,80478,0.016408465,4096,12,1
6,0,4,1048576,1331187107,4,271,4194304,2,0,0,24576,0,0,0,276944,154,3221225536,1,18908,0,4096,4216,1
7,1,4,262144,998081571,5,271,16777216,3,1,0,1536,32768,0,0,30617,95,3758096448,5,21504,0.020393135,1024,36,1
8,0,4,1048576,1440262383,4,8462,4194304,3,0,0,8192,1344,0,0,0,1,1610612768,0,80478,0.016408465,4096,12,1
2,0,4,1048576,708992537,4,33166,4194304,2,0,0,4796416,0,0,0,0,21,3758096480,0,5976065,0,1024,4096,1
0,0,4,1048576,0,1,271,4194304,2,0,0,905978884,0,0,0,0,4,3758096480,0,244,7.463540128,1024,16384,1
8,0,4,1048576,1363078305,4,258,4194304,2,0,0,321024,34112,0,0,396253,41,3221225536,6,5339,0,1024,348,1
11,1,5,4000000,1336363425,5,258,4194304,2,1,1,223232,32832,0,0,274867,68,3221225536,5,33772,1.449047291,1024,5398,1
6,0,4,1048576,1260053446,4,271,4194304,2,0,0,119808,32768,0,0,0,155,3221225600,6,12860,0,1024,4496,1
11,1,5,1048576,1395753917,5,258,4194304,2,0,1,368640,33088,0,0,2018278216,76,3221225536,0,14934,2.506964823,1024,16744,1
6,0,4,1048576,1260053446,4,271,4194304,2,0,0,119808,32768,0,0,0,155,3221225600,6,12860,0,1024,4496,1
11,1,5,1048576,1376788346,5,258,4194304,2,1,1,759296,32832,0,0,966970,99,3221225536,5,174150,4.872228969,1024,7336,1
8,0,4,1048576,1206744708,4,259,4194304,3,0,0,69632,0,0,0,378985,303,3758096416,0,262144,4.223415307,4096,1748,1
6,0,4,1048576,0,4,271,4194304,2,32,0,8192,0,0,0,70116,16,3221225536,1,4272,0,4096,2240,1
2,0,4,1048576,708992537,4,33167,4194304,2,0,0,28672,0,0,0,0,14,3758096512,0,1369456,0,4096,28672,1
9,3,4,1048576,1300601507,5,271,4194304,2,4,0,8192,0,0,0,0,6,3758096512,9,241696,0,4096,8192,1
11,1,5,4000000,1337103597,5,258,4194304,2,1,1,317440,32768,0,0,400833,67,3221225536,5,35356,1.720198542,1024,5580,1
9,2,5,1048576,1244801955,5,35,5368709120,2,0,2,87040,33024,0,0,0,142,3221225536,0,43904,0.321627388,1024,32,1
11,0,6,1048576,1360798177,6,258,4194304,3,0,0,119296,33088,0,0,0,85,3221225536,0,72806,2.3391655,1024,480,1
11,1,5,1048576,1392230476,5,258,4194304,2,0,1,130048,33088,0,0,213271,105,3221225536,0,15741,2.718343888,1024,14104,1
8,0,5,1048576,0,4,35,4194304,2,0,2,1031168,32768,0,0,0,365,3758096480,0,212768,3.48068949,1024,23556,1
14,1,5,1048576,1297565839,5,8450,268435456,1,0,1,4294901760,0,1,30320,227419,254,3892314144,0,16381,0,1024,796,1
11,1,5,1048576,1392115024,5,258,4194304,2,0,1,72192,33088,0,0,146514,105,3221225536,0,15709,2.719446465,1024,11856,1
8,0,4,4194304,1213260653,4,291,4194304,2,0,0,8192,32768,0,0,0,18,3758096512,0,557008,0,4096,8192,1
2,0,4,1048576,708992537,4,33166,4194304,2,0,0,21504,32768,0,0,1654477,114,3221225536,6,49600,0,1024,8,1
11,1,5,1048576,1325943192,5,258,4194304,2,1,1,747520,32832,0,0,881854,99,3221225536,5,99392,4.663915479,1024,8192,1
11,1,5,4000000,1385166207,5,258,4194304,2,1,1,101376,32832,0,0,852168,64,3221225536,5,726988,3.627130766,1024,8170,1
2,0,4,1048576,708992537,1,33167,4194304,2,0,0,17920,32768,0,0,1973946077,96,3221225536,6,42488,0,1024,8,1
9,2,5,1048576,1343417297,5,34,5368709120,2,0,2,42496,33088,0,0,173558,129,3221225536,0,84396,2.070864836,1024,670,1
6,0,4,1048576,1376416019,4,270,4194304,2,20,0,28160,0,0,0,151506,99,3221225536,1,4692,2.116607697,1024,4660,1
2,0,4,1048576,708992537,4,33166,4194304,2,0,0,5120,0,0,0,0,60,3221225536,0,24628,0,1024,8,1
6,0,4,1048576,1260053441,4,271,4194304,2,0,0,119808,32768,0,0,101293,155,3221225600,6,12491,0,1024,4496,1
6,0,4,1048576,1307005008,4,271,4194304,2,0,0,24576,0,0,0,56576,41,3758096416,0,45056,3.144253547,1024,904,1
6,0,4,1048576,1363942014,4,8462,268435456,2,0,0,253952,0,4,131360,0,144,3221225536,0,89856,0,4096,256,1
8,0,4,1048576,1301710317,4,259,4194304,2,0,0,86016,0,0,0,355817,343,3221225536,0,159321,3.937796452,4096,14852,1
10,1,5,1048576,1671593528,5,259,4194304,2,0,1,4096,33024,0,0,0,11,3758096512,0,22400,0,4096,4096,1
9,2,5,1048576,1343416206,5,34,5368709120,2,0,2,25088,33088,0,0,120320,65,3221225536,0,18492,2.357956309,1024,998,1
6,0,4,1048576,616362191,4,271,4194304,2,0,0,43008,0,0,0,0,11,3758096416,0,5919,0,1024,13352,1
2,0,4,16777216,1,4,8974,354287616,3,0,0,15532,0,3,167936,172610,194,3221225600,1,123584,0,1024,4,1
9,0,5,1048576,1363950283,5,259,4194304,2,0,0,9216,32768,0,0,59601,91,3221225536,0,11505,4.592628854,1024,2514,1
9,0,5,1048576,1406108120,5,258,4194304,2,0,0,421376,33088,0,0,2018103056,7,3758096416,0,15230,0.297500557,1024,512,1
10,1,5,1048576,1438594507,5,258,4194304,2,0,1,75776,33088,0,0,205533,100,3221225536,0,58012,3.174084776,1024,11034,1
10,2,5,524288,1353312628,6,34,4294967296,2,2,2,2847232,33120,0,0,2877249,0,3221225536,6,5016,0,1024,62,1
5,0,4,1048576,1288815443,4,8462,268435456,2,0,0,1536,0,0,8448,0,8,3221225536,0,4484,0.424357137,1024,52,1
10,1,5,1048576,1439520655,5,258,4194304,3,0,1,73216,33088,14,270304,321539,119,3221225536,0,136766,4.09524198,1024,1088,1
9,0,5,1048576,1325034727,5,258,4194304,2,0,0,87040,0,0,0,183883,66,3221225536,0,13452,5.543317138,1024,9914,1
0,0,4,1048576,1068765340,4,783,4194304,2,0,0,0,2,0,0,0,39,3221225536,0,8253,0,1024,112,1
8,0,4,1048576,1189017670,4,259,4194304,2,0,0,144384,1024,0,0,0,167,3221225600,0,13241,0,1024,2944,1
9,0,5,1048576,1396454748,5,258,4194304,2,0,0,325120,33088,0,0,2018312336,98,3221225536,0,9968,5.550705877,1024,6430,1
8,0,4,1048576,1363078305,4,258,4194304,2,0,0,277504,34112,0,0,339982,41,3221225536,6,5339,0,1024,348,1
2,0,4,1048576,708992537,4,33166,4194304,2,0,0,20480,0,0,0,129750,227,3221225536,0,97760,0,1024,8,1
11,1,5,1048576,1400516095,5,8450,268435456,2,0,1,184320,256,4,471392,586497,220,3221225536,0,236952,0,1024,9,1
11,1,5,1048576,1401792994,5,258,4194304,2,0,1,559616,33088,0,0,2018535944,88,3221225536,0,22299,4.468674419,1024,9182,1
6,0,4,1048576,940246937,4,271,4194304,2,0,0,24576,0,0,0,0,166,3758096480,1,13876,0,4096,5892,1
5,0,4,0,1416988210,4,8974,4194304,2,0,0,32768,0,1,118784,0,80,3221225536,0,4096,0,1536,4096,1
8,0,4,1048576,1363078305,4,258,4194304,2,0,0,297984,34112,0,0,352697,41,3221225536,6,5339,0,1024,348,1
10,1,5,1048576,1441102010,5,258,4194304,2,0,1,313344,33088,0,0,1656321,0,3221225536,0,1064369,0,1024,964,1
6,0,4,1048576,1412656826,4,271,4194304,2,0,0,186368,34112,0,0,2756073,166,3221225600,6,12846,0,1024,5216,1
6,0,4,1048576,1186024596,4,271,4194304,2,0,0,606208,0,0,0,0,403,3758096416,0,4096,3.097270671,4096,39400,1
